study_id,agent_id,day,activate_friends,choice_1_friends,initial_choice,last_choice,choice
Bamberg_3,1,3,0,0,0,0,0
Bamberg_3,1,4,0,0,0,0,0
Bamberg_3,1,5,0,0,0,0,0
Bamberg_3,1,6,0,0,0,0,0
Bamberg_3,1,7,0,0,0,0,0
Bamberg_3,1,8,0,0,0,0,0
Bamberg_3,1,9,0,0,0,0,0
Bamberg_3,1,10,0,0,0,0,0
Bamberg_3,1,11,0,0,0,0,0
Bamberg_3,1,12,0,0,0,0,0
Bamberg_3,1,13,0,0,0,0,0
Bamberg_3,1,14,0,0,0,0,0
Bamberg_3,1,15,0,0,0,0,0
Bamberg_3,1,16,0,0,0,0,0
Bamberg_3,1,17,0,0,0,0,0
Bamberg_3,1,18,0,0,0,0,0
Bamberg_3,1,19,0,0,0,0,0
Bamberg_3,1,20,0,0,0,0,0
Bamberg_3,1,21,0,0,0,0,0
Bamberg_3,1,22,0,0,0,0,0
Bamberg_3,1,23,0,0,0,0,0
Bamberg_3,1,24,0,0,0,0,0
Bamberg_3,1,25,0,0,0,0,0
Bamberg_3,1,26,0,0,0,0,0
Bamberg_3,1,27,0,0,0,0,0
Bamberg_3,1,28,0,0,0,0,0
Bamberg_3,1,29,0,0,0,0,0
Bamberg_3,1,30,0,0,0,0,0
Bamberg_3,2,3,1,0,0,0,0
Bamberg_3,2,4,1,0,0,0,0
Bamberg_3,2,5,4,1,0,0,0
Bamberg_3,2,6,1,0,0,0,0
Bamberg_3,2,7,2,0,0,0,0
Bamberg_3,2,8,3,1,0,0,0
Bamberg_3,2,9,1,1,0,0,0
Bamberg_3,2,10,4,1,0,0,0
Bamberg_3,2,11,4,2,0,0,0
Bamberg_3,2,12,2,2,0,0,0
Bamberg_3,2,13,3,1,0,0,0
Bamberg_3,2,14,2,1,0,0,0
Bamberg_3,2,15,1,1,0,0,0
Bamberg_3,2,16,2,1,0,0,0
Bamberg_3,2,17,2,1,0,0,0
Bamberg_3,2,18,2,1,0,0,0
Bamberg_3,2,19,2,1,0,0,0
Bamberg_3,2,20,3,1,0,0,0
Bamberg_3,2,21,3,1,0,0,0
Bamberg_3,2,22,3,1,0,0,0
Bamberg_3,2,23,5,2,0,0,0
Bamberg_3,2,24,2,2,0,0,0
Bamberg_3,2,25,4,3,0,0,0
Bamberg_3,2,26,3,2,0,0,0
Bamberg_3,2,27,2,1,0,0,0
Bamberg_3,2,28,1,1,0,0,0
Bamberg_3,2,29,2,1,0,0,0
Bamberg_3,2,30,4,3,0,0,0
Bamberg_3,3,3,3,0,0,0,0
Bamberg_3,3,4,2,0,0,0,0
Bamberg_3,3,5,1,0,0,0,0
Bamberg_3,3,6,2,0,0,0,0
Bamberg_3,3,7,2,0,0,0,0
Bamberg_3,3,8,2,1,0,0,0
Bamberg_3,3,9,3,0,0,0,0
Bamberg_3,3,10,2,0,0,0,0
Bamberg_3,3,11,3,0,0,0,0
Bamberg_3,3,12,3,0,0,0,0
Bamberg_3,3,13,3,1,0,0,0
Bamberg_3,3,14,4,0,0,0,0
Bamberg_3,3,15,3,1,0,0,0
Bamberg_3,3,16,1,0,0,0,0
Bamberg_3,3,17,4,0,0,0,0
Bamberg_3,3,18,2,0,0,0,0
Bamberg_3,3,19,3,0,0,0,0
Bamberg_3,3,20,0,0,0,0,0
Bamberg_3,3,21,3,0,0,0,0
Bamberg_3,3,22,2,0,0,0,0
Bamberg_3,3,23,2,1,0,0,0
Bamberg_3,3,24,3,0,0,0,0
Bamberg_3,3,25,2,0,0,0,0
Bamberg_3,3,26,4,0,0,0,0
Bamberg_3,3,27,4,1,0,0,0
Bamberg_3,3,28,2,0,0,0,0
Bamberg_3,3,29,0,0,0,0,0
Bamberg_3,3,30,4,1,0,0,0
Bamberg_3,4,3,7,2,0,0,1
Bamberg_3,4,4,7,1,0,1,0
Bamberg_3,4,5,4,0,0,0,0
Bamberg_3,4,6,7,1,0,0,0
Bamberg_3,4,7,6,2,0,0,0
Bamberg_3,4,8,3,2,0,0,0
Bamberg_3,4,9,4,0,0,0,0
Bamberg_3,4,10,5,1,0,0,0
Bamberg_3,4,11,7,3,0,0,0
Bamberg_3,4,12,9,3,0,0,0
Bamberg_3,4,13,6,2,0,0,0
Bamberg_3,4,14,5,2,0,0,0
Bamberg_3,4,15,6,2,0,0,0
Bamberg_3,4,16,5,1,0,0,0
Bamberg_3,4,17,8,3,0,0,0
Bamberg_3,4,18,4,3,0,0,0
Bamberg_3,4,19,3,1,0,0,0
Bamberg_3,4,20,5,0,0,0,0
Bamberg_3,4,21,5,2,0,0,0
Bamberg_3,4,22,2,1,0,0,0
Bamberg_3,4,23,4,2,0,0,0
Bamberg_3,4,24,3,0,0,0,0
Bamberg_3,4,25,6,2,0,0,0
Bamberg_3,4,26,3,2,0,0,0
Bamberg_3,4,27,4,3,0,0,0
Bamberg_3,4,28,7,4,0,0,0
Bamberg_3,4,29,5,2,0,0,0
Bamberg_3,4,30,5,2,0,0,0
Bamberg_3,5,3,2,1,1,1,1
Bamberg_3,5,4,2,1,1,1,1
Bamberg_3,5,5,1,0,1,1,1
Bamberg_3,5,6,5,2,1,1,1
Bamberg_3,5,7,6,1,1,1,1
Bamberg_3,5,8,6,3,1,1,1
Bamberg_3,5,9,0,0,1,1,1
Bamberg_3,5,10,4,0,1,1,1
Bamberg_3,5,11,5,1,1,1,1
Bamberg_3,5,12,4,1,1,1,1
Bamberg_3,5,13,3,0,1,1,1
Bamberg_3,5,14,4,1,1,1,1
Bamberg_3,5,15,5,2,1,1,1
Bamberg_3,5,16,3,0,1,1,1
Bamberg_3,5,17,4,2,1,1,1
Bamberg_3,5,18,5,2,1,1,1
Bamberg_3,5,19,4,1,1,1,1
Bamberg_3,5,20,3,1,1,1,1
Bamberg_3,5,21,4,1,1,1,1
Bamberg_3,5,22,3,1,1,1,1
Bamberg_3,5,23,2,0,1,1,1
Bamberg_3,5,24,3,1,1,1,1
Bamberg_3,5,25,4,0,1,1,1
Bamberg_3,5,26,3,1,1,1,1
Bamberg_3,5,27,1,0,1,1,1
Bamberg_3,5,28,4,1,1,1,1
Bamberg_3,5,29,4,1,1,1,1
Bamberg_3,5,30,4,0,1,1,1
Bamberg_3,6,3,4,1,1,1,0
Bamberg_3,6,4,3,1,1,0,1
Bamberg_3,6,5,3,0,1,1,1
Bamberg_3,6,6,4,1,1,1,1
Bamberg_3,6,7,3,1,1,1,1
Bamberg_3,6,8,6,1,1,1,1
Bamberg_3,6,9,3,0,1,1,1
Bamberg_3,6,10,2,1,1,1,1
Bamberg_3,6,11,5,2,1,1,1
Bamberg_3,6,12,5,1,1,1,1
Bamberg_3,6,13,2,0,1,1,1
Bamberg_3,6,14,5,2,1,1,1
Bamberg_3,6,15,5,2,1,1,1
Bamberg_3,6,16,4,0,1,1,1
Bamberg_3,6,17,3,1,1,1,1
Bamberg_3,6,18,5,2,1,1,1
Bamberg_3,6,19,2,0,1,1,1
Bamberg_3,6,20,4,1,1,1,1
Bamberg_3,6,21,3,0,1,1,1
Bamberg_3,6,22,5,2,1,1,1
Bamberg_3,6,23,3,0,1,1,1
Bamberg_3,6,24,2,0,1,1,1
Bamberg_3,6,25,1,0,1,1,1
Bamberg_3,6,26,6,2,1,1,1
Bamberg_3,6,27,1,0,1,1,1
Bamberg_3,6,28,6,1,1,1,1
Bamberg_3,6,29,3,1,1,1,1
Bamberg_3,6,30,3,1,1,1,1
Bamberg_3,7,3,5,1,0,0,0
Bamberg_3,7,4,6,2,0,0,0
Bamberg_3,7,5,5,1,0,0,0
Bamberg_3,7,6,6,3,0,0,0
Bamberg_3,7,7,4,1,0,0,1
Bamberg_3,7,8,5,1,0,1,0
Bamberg_3,7,9,5,1,0,0,0
Bamberg_3,7,10,4,2,0,0,0
Bamberg_3,7,11,7,3,0,0,0
Bamberg_3,7,12,8,3,0,0,0
Bamberg_3,7,13,2,2,0,0,0
Bamberg_3,7,14,6,3,0,0,0
Bamberg_3,7,15,3,1,0,0,0
Bamberg_3,7,16,6,1,0,0,0
Bamberg_3,7,17,8,3,0,0,0
Bamberg_3,7,18,3,2,0,0,0
Bamberg_3,7,19,7,3,0,0,0
Bamberg_3,7,20,7,2,0,0,0
Bamberg_3,7,21,6,3,0,0,0
Bamberg_3,7,22,8,4,0,0,0
Bamberg_3,7,23,5,1,0,0,0
Bamberg_3,7,24,4,1,0,0,0
Bamberg_3,7,25,6,2,0,0,0
Bamberg_3,7,26,5,4,0,0,0
Bamberg_3,7,27,4,2,0,0,0
Bamberg_3,7,28,8,3,0,0,0
Bamberg_3,7,29,6,3,0,0,0
Bamberg_3,7,30,5,3,0,0,0
Bamberg_3,8,3,6,1,0,0,0
Bamberg_3,8,4,6,1,0,0,0
Bamberg_3,8,5,5,0,0,0,0
Bamberg_3,8,6,3,0,0,0,0
Bamberg_3,8,7,3,0,0,0,0
Bamberg_3,8,8,1,1,0,0,0
Bamberg_3,8,9,2,0,0,0,0
Bamberg_3,8,10,2,1,0,0,1
Bamberg_3,8,11,2,1,0,1,1
Bamberg_3,8,12,3,0,0,1,1
Bamberg_3,8,13,1,0,0,1,1
Bamberg_3,8,14,3,2,0,1,1
Bamberg_3,8,15,3,1,0,1,1
Bamberg_3,8,16,3,1,0,1,1
Bamberg_3,8,17,2,0,0,1,1
Bamberg_3,8,18,2,1,0,1,1
Bamberg_3,8,19,4,1,0,1,1
Bamberg_3,8,20,4,2,0,1,1
Bamberg_3,8,21,1,0,0,1,1
Bamberg_3,8,22,3,1,0,1,1
Bamberg_3,8,23,3,1,0,1,1
Bamberg_3,8,24,1,1,0,1,1
Bamberg_3,8,25,4,2,0,1,1
Bamberg_3,8,26,3,1,0,1,1
Bamberg_3,8,27,4,1,0,1,1
Bamberg_3,8,28,2,0,0,1,1
Bamberg_3,8,29,4,2,0,1,1
Bamberg_3,8,30,3,1,0,1,1
Bamberg_3,9,3,4,0,0,0,0
Bamberg_3,9,4,3,1,0,0,0
